"state","population","household.size","race.pctblack","race.pctwhite","race.pctasian","race.pcthisp","age.pct12to21","age.pct12to29","age.pct16to24","age.pct65up","pct.urban","med.income","pct.wage.inc","pct.farmself.inc","pct.inv.inc","pct.socsec.inc","pct.pubasst.inc","pct.retire","med.family.inc","percap.inc","white.percap","black.percap","indian.percap","asian.percap","hisp.percap","pct.pop.underpov","pct.less9thgrade","pct.not.hsgrad","pct.bs.ormore","pct.unemployed","pct.employed","pct.employed.manuf","pct.employed.profserv","pct.occup.manuf","pct.occup.mgmtprof","male.pct.divorce","male.pct.nvrmarried","female.pct.divorce","total.pct.divorce","ave.people.per.fam","pct.fam2parents","pct.kids2parents","pct.youngkids2parents","pct.teens2parents","pct.workmom.youngkids","pct.workmom","num.kids.nvrmarried","pct.kids.nvrmarried","num.immig","pct.immig.recent","pct.immig.recent5","pct.immig.recent8","pct.immig.recent10","pct.pop.immig","pct.pop.immig5","pct.pop.immig8","pct.pop.immig10","pct.english.only","pct.no.english.well","pct.fam.hh.large","pct.occup.hh.large","ave.people.per.hh","ave.people.per.ownoccup.hh","ave.people.per.rented.hh","pct.people.ownoccup.hh","pct.people.dense.hh","pct.hh.less3br","med.num.br","pct.house.occup","pct.house.ownoccup","pct.house.vacant","pct.house.vacant.6moplus","med.yr.house.built","pct.house.nophone","pct.house.no.plumb","value.ownoccup.house.lowquart","value.ownoccup.med","value.ownoccup.highquart","ownoccup.qrange","rent.lowquart","rent.med","rent.highquart","rent.qrange","med.rent","med.rent.aspct.hhinc","med.owncost.aspct.hhinc.wmort","med.owncost.as.pct.hhinc.womort","num.in.shelters","num.homeless","pct.foreignborn","pct.born.samestate","pct.samehouse1985","pct.samecity1985","pct.samestate1985","land.area","pop.density","pct.use.publictransit","violentcrimes.perpop"
"CA",94279,3.58,3.25,55.83,12.41,47.86,16.06,30.88,15.17,7.88,100,38124,83.71,0.18,27.41,21.45,10.72,13.33,40369,11713,13343,11883,14556,11753,8833,9.29,16.22,35.34,9.92,6.64,61.29,27.92,16.54,21.85,17.5,8.95,35.59,12.74,10.85,3.79,75.68,65.31,85.59,79.93,58.8,64.4,2954,3.99,26635,14.8,23.74,34.73,45.4,4.18,6.71,9.81,12.82,52.82,10.84,17.1,14.18,3.48,3.51,3.44,65.43,22.64,51.26,2,96.69,64.98,4.11,17.31,1957,2.96,0.32,138100,166000,190000,51900,523,642,780,257,706,28.4,24,11.3,88,1,28.25,49.77,55.42,86.64,90.32,10.1,9323.5,2.29,1174.32
"FL",61492,2.34,2.9,94.38,1.9,5.59,11.1,21.72,11.1,18.96,100,42314,71.55,0.71,60.39,33.74,2.24,18.19,53544,28307,29325,7939,7633,14114,15372,5.51,3.65,11.56,34.86,3.29,58.08,8,23.72,4.89,37.49,8.39,27.41,10.7,9.6,2.78,81.02,79.93,91.36,83.84,52.43,62.4,417,0.98,8195,16.4,27.46,36.28,43.34,2.19,3.66,4.83,5.78,84.43,2.4,2.36,1.55,2.27,2.35,2.03,77.13,1.93,54.26,2,79.58,74.47,0.58,22.37,1974,0.74,0.09,118900,165300,277000,158100,480,581,692,212,656,28.3,24.3,12.1,0,0,13.33,14.83,45.32,65.31,76.26,28.2,2183.4,0.56,360.34
"CA",104352,2.86,1.22,90.4,4.78,9.6,14.83,26.2,13.3,8.12,100,56856,85.08,0.82,54.34,17.98,3.46,13.71,62641,23682,24103,30154,19961,21681,13579,4.22,3.3,10.22,34.95,3.95,70.54,17.68,22.81,6,38.48,8.22,30.06,12.38,10.33,3.17,83.12,81.41,92.57,84.59,56.11,65.89,1021,1.5,14110,15.43,24.01,32.35,40.3,2.09,3.25,4.37,5.45,84.88,2.97,5.25,4.12,2.82,2.87,2.67,75.06,3.69,29.81,3,96.54,73.69,0,20.11,1974,0.62,0.12,237600,297000,381300,143700,681,840,1001,320,899,29.6,26.9,12.3,1,0,13.52,42.74,45.95,67.69,87.16,51.3,2032.4,0.31,305.72
"CA",782248,3.13,4.7,62.8,19.54,26.64,14.34,30.37,14.46,6.56,100,46206,86.8,0.59,42.18,15.98,8.94,11.92,50281,16905,19496,14239,13613,14066,10007,9.31,10.84,22.84,25.33,5.54,68.79,31.29,17.88,12.77,28.7,9.68,37.23,13.66,11.64,3.5,74.89,68.69,83.8,77.23,59.45,66.95,20538,3.89,207041,18.12,28.53,41.16,55.16,4.8,7.55,10.89,14.6,61.46,9.11,12.42,9.31,3.08,3.08,3.08,61.33,14.88,46.64,3,96.47,61.29,2.07,18.74,1970,1.55,0.48,205800,259100,325900,120100,554,692,888,334,755,28.9,25.6,11.9,917,145,26.47,46.54,45.6,80.84,87.8,177.4,4408.8,3.58,646.17
"CA",29802,3.4,9.9,83.97,3.46,10.89,9.98,27.1,10.49,7.91,100,46726,80.21,1.03,50.67,20.65,6.44,18.57,53257,17617,19422,4628,10787,16597,9009,5.17,4.46,15.77,24.19,4.16,49.1,11.91,22.86,6.94,39,6.07,45.25,11.9,8.28,3.04,83.56,82.18,92.39,86.19,60.54,71.03,118,0.75,2308,5.76,14.51,24.52,33.23,0.45,1.12,1.9,2.57,85.95,1.29,3.11,2.33,2.64,2.75,2.3,77.4,2.38,34.8,3,92.98,74.09,0.15,24.36,1984,0.81,0.23,159700,210600,266300,106600,397,555,678,281,593,29.4,26.4,12.1,0,0,7.75,53.72,28.91,53.09,86.19,22.2,1342.4,1.59,190.95
"CA",27850,4.29,0.41,31.36,0.76,93.11,19.92,37.95,20.29,3.97,100,25567,88.22,0.58,13.95,11.5,10.52,9.21,25559,6927,8267,14038,8028,8760,6451,21.26,49.89,72.05,1.63,12.22,60.37,41.69,8.69,44.27,7.06,5.55,44.24,10.44,7.89,4.43,71.08,65.51,78.69,79.98,50.17,52.37,1748,8.9,16181,16.36,26.85,35.36,49.2,9.51,15.6,20.54,28.59,10.44,38.33,30.21,26.2,4.26,4.48,4.16,32.13,59.01,86.51,1,97.25,30.53,6.52,22.83,1956,8.93,2.51,126200,157300,187900,61700,411,490,601,190,525,28.3,29.9,11.2,0,14,58.1,35.48,47.97,85.46,86.76,1.2,23054.6,8.67,865.9
"CA",30897,2.85,5.27,74.08,3.07,29.55,14.67,28.08,12.69,9.82,0,26629,75.46,1.48,29.17,24.05,16.21,15.18,29549,11283,12530,7009,7902,10397,7288,15.65,13.25,29.01,11.94,9.04,58.01,11.77,24.04,13.81,20.23,10.03,27.54,15.68,12.99,3.25,68.11,63.61,75.49,65.22,49.63,60.13,1124,4.35,3043,13.74,24.98,33.39,40.78,1.35,2.46,3.29,4.02,75.43,5.55,7.1,5.41,2.8,2.83,2.76,56.22,8.78,48.21,3,93.5,55.63,5.17,31.39,1970,5.65,0.24,58000,73200,94200,36200,259,340,431,172,421,27.5,22.3,12.4,30,0,9.89,62.47,45.13,77.68,93.01,12,2583.4,0.25,676.45
"CA",13038,2.19,1.4,93.83,3.83,2.8,8.09,16.37,6.94,11.78,100,55748,74.89,0.94,68.97,21.92,2.85,16.3,70587,36057,37086,27545,27750,17930,26817,3.28,1.37,3.62,59.33,2.76,68.44,6.5,34.78,2.6,55.12,13.64,30.12,20.07,17.18,2.77,73.56,75.32,90.99,66.96,65.45,70.37,184,2.63,1439,7.78,10.35,16.61,22.1,0.86,1.14,1.83,2.44,91.15,0.48,2.35,1.31,2.16,2.33,1.84,70.35,1.13,46.83,3,97,65.21,0,23.37,1956,0.15,0,326200,445300,500001,173801,617,836,1001,384,879,32.1,27,12.2,0,1,11.04,47.3,53.67,73.92,90.99,4.8,2693.8,13.1,286.66
"CA",60738,3.11,0.64,26.75,57.46,31.33,13.89,28.54,14.13,12.85,100,32605,76.31,0.52,41.65,24.57,13.8,12.88,36808,13290,15751,14779,13697,13110,11188,16.42,16.24,30.03,22.41,6.15,55.44,15.74,22.46,12.57,28.22,6.1,36.87,9.75,8,3.49,74.34,68.82,82.73,78.04,54.93,57.29,1309,2.78,31477,19.88,29.76,41.75,56.35,10.3,15.42,21.64,29.2,26.97,22.32,11.86,9.33,3.1,3.02,3.19,53.58,23.41,57.48,2,96.09,54.93,1.39,16.39,1962,1.5,1,177900,238800,304200,126300,492,606,702,210,661,31.8,23.3,11.7,0,0,51.82,35.79,50.94,79.75,82.46,7.9,7676.7,4.88,893.29
"CA",91444,2.77,3.36,72.53,8.83,32.34,14,28.25,13.72,12.31,100,36991,79.76,0.41,38.18,24.79,6.74,15.61,41897,16696,18362,11938,16316,14022,12071,8.05,8.96,23.71,16.32,5.43,62.73,22.64,18.39,14.51,24.23,10.96,31.84,14.42,12.74,3.19,72.32,66.63,79.7,75.27,60.97,66.87,2320,3.62,23712,12.45,20.55,29.84,39.65,3.23,5.33,7.74,10.28,62,7.97,7.56,5.45,2.71,2.88,2.52,55.8,11.93,60.01,2,96.24,52.48,2.95,16.83,1958,2.17,0.41,182100,231600,295200,113100,519,602,706,187,649,26.8,23.7,11.3,0,3,25.93,47.23,49.24,87.87,91.74,12.9,7097.5,1.8,514.99
"CA",50323,2.76,1.72,83.17,5.48,16.31,14.74,29.59,13.43,7.21,100,31699,83.28,1.15,31.89,17.57,11.05,11.27,36981,13160,13899,9777,8634,9758,9023,10.34,6.78,18.17,20.13,5.79,68.5,9.08,25.54,11.52,26.75,10.45,28.22,15.61,13.18,3.25,73.51,72.49,81.26,76.86,59.21,70.44,886,2.63,3533,19.33,29.55,38.72,49.45,1.36,2.07,2.72,3.47,85.24,2.28,5.66,4.07,2.75,2.92,2.54,56.64,5.66,45.79,3,96.67,53.18,1.27,18.76,1976,1.57,0.13,75700,92300,116000,40300,350,405,480,130,474,26.6,22.9,12.1,40,0,7.02,64.52,34.79,77.6,91.16,14.8,3393.8,0.95,402.75
"FL",16543,2.1,8.12,91.25,0.4,1.03,7.94,15.9,7.56,31.81,100,23630,51.31,1.02,51.85,53.17,7.36,32.24,29015,14501,15262,5866,0,16211,13828,14.01,5.99,20.63,18.03,6.83,40.35,10.6,19.85,10.32,25.62,11.09,20.04,12.54,11.88,2.56,64.76,60.17,77.63,72.27,69.15,75.37,358,2.28,812,13.92,16.26,19.09,24.38,0.68,0.8,0.94,1.2,94.46,0.4,2.06,1.33,2.08,2.05,2.14,69.21,1.79,64.27,2,68.6,70.17,0.44,15.59,1973,6.27,0.22,53900,72700,99400,45500,252,361,473,221,455,30.5,25.1,12.7,6,0,4.91,21.73,49.19,71.69,79.61,15.2,1089.5,0,559.59
"CA",12135,3.73,0.78,38.93,1.29,90.7,18.98,33.35,16.88,9.05,100,27415,75.95,0,20.79,29.19,18.43,13.66,29331,9023,11390,6646,7226,14600,7950,17.53,36.03,59.06,5.46,11.48,53.7,34.12,13.38,33.3,12.24,7.59,39.91,11.77,9.7,4.15,70.81,63.24,83.71,73.09,41.76,52.11,626,6.13,4807,13.73,19.74,26.52,35.76,5.44,7.82,10.51,14.17,24.16,22.46,23.51,18.78,3.7,3.8,3.6,49.6,36.57,72.43,2,97.57,48.26,6.17,38.27,1960,4.31,0.36,115700,154600,189500,73800,358,494,604,246,540,28.7,25.1,10.6,0,0,39.59,49.93,57,91.69,93.53,6.8,1793,6.23,2584.96
"CA",142216,3.62,5.25,58.66,8.58,54.37,16.52,31.94,15.84,7.12,100,37174,84.72,0.86,33.28,19.59,11.02,17.99,38700,12096,14187,12582,11034,12454,7752,12.52,23.66,38.66,13.01,6.71,66.44,16.82,16.34,17.74,18.25,8.76,34.79,12.93,10.79,3.92,74.37,65.81,82.96,77.2,61.96,68.04,5391,4.93,44636,17.45,26.18,34.85,43.87,5.48,8.22,10.94,13.77,48.19,18.11,20.74,16.48,3.56,3.48,3.65,52.55,25,54.2,2,95.28,53.74,0.21,10.18,1969,2.72,0.62,175700,204600,250000,74300,506,634,769,263,686,28.5,25,11.1,309,30,31.39,43.6,47.7,80.72,88.46,25.3,5616.7,1.07,984.34
"CA",31896,2.51,0.6,89.6,2.25,13.87,11.79,26.16,12.63,9.11,100,54516,82.64,1.27,47.06,16.56,3.19,12.79,61645,27986,29682,11130,21229,23219,10666,7.17,3.37,9.73,35.78,3.82,70.04,13.17,21.15,6.23,36.56,11.35,33.22,15.92,13.6,2.92,76.51,74.32,93.12,75.78,50.88,60.21,234,1.22,4279,29.35,42.84,49.38,57.05,3.94,5.75,6.62,7.65,84.69,4.94,5.13,3.44,2.48,2.5,2.46,59.22,4.57,49.37,3,86.6,58.88,0.05,17.3,1977,1.2,0.12,262700,336600,437900,175200,731,872,1001,270,898,27.3,26.9,11.6,0,47,13.42,45.06,38.16,70.99,83.85,6.9,4630.7,2.7,514.53
"CA",22869,2.3,9.26,65.59,22.54,6.64,8.57,20.18,9.56,19.73,100,39538,70.65,0.84,61.29,32.68,5.64,26.54,47751,21854,24252,15907,9924,18364,15253,5.17,3.56,10.69,46.29,3.64,59.24,9.25,40.96,5.36,48.38,8.96,31.2,13.51,11.39,2.79,74.35,72.33,89.35,73.09,66.46,73.43,295,1.85,4533,15.35,22.35,34.55,43.92,3.04,4.43,6.85,8.71,74.2,4.29,3.05,1.93,2.29,2.37,2.15,65.08,3.48,50.16,2,96.25,62.86,0.78,32.3,1954,0.83,0.16,200600,253400,323300,122700,539,645,827,288,695,28,21.1,11.2,60,12,19.82,44.4,58.47,69.97,89.34,3.8,6069.3,18.7,909.37
"FL",26506,2.92,14.54,80.05,2.88,12.14,14.05,30.97,13.46,6.13,100,36297,89.97,0.48,32.88,14.41,3.04,7.25,37049,13440,14386,9759,7754,9799,9960,6.68,5.18,17.28,14.88,5.04,74.42,11.91,16.25,9.35,20.1,10.57,30.97,14.39,12.51,3.28,75.66,72.49,84.42,74.82,66.25,73.96,604,3.79,4919,17.87,28.71,38.73,54.65,3.32,5.33,7.19,10.14,79.61,3.95,6.88,5.25,2.92,2.96,2.85,67.1,7.52,47.71,3,92.56,66.22,1.92,22.77,1979,1.73,0.16,66800,78500,90800,24000,500,551,653,153,658,27.2,23.3,13.8,0,0,18.56,23.5,36.97,69.85,74.96,4,6633.1,1.35,441.95
"CA",52422,3.13,1.1,85.74,10.12,9.44,14.64,24.72,11.74,4.73,100,67892,89.7,1.05,53.99,11.63,2.02,11.87,71710,25791,26854,20248,14237,18851,22024,1.9,2.04,7.07,36.98,2.72,75.99,19.33,21.73,6.37,41.31,6.11,25.63,9.78,7.98,3.37,88.14,86.52,95.12,84.14,61.87,69.94,212,0.66,6306,9.09,15.59,25.82,34.7,1.09,1.88,3.11,4.17,84.24,1.81,5.68,4.87,3.12,3.17,2.85,85.63,3.02,19.49,3,96.73,84.29,0.88,16.23,1980,0.23,0.11,248700,326200,426800,178100,754,893,1001,247,918,27.4,27.5,12,0,0,12.03,52.42,41.03,77.35,90.68,18.1,2889.9,0.41,144
"FL",27341,2.29,45.6,51.64,1.4,5.98,10.47,22.1,10.09,27.04,100,20731,60.34,0.5,35.7,46.37,4.85,16.4,25156,11295,12840,9742,12488,8918,8642,14.17,11.42,31.89,9.68,7.49,49.28,9.74,24.3,12.29,16.83,10.01,26.99,13.46,11.98,2.87,55.44,52.24,65.39,59.06,71.77,77.43,1565,7.24,8871,13.8,23.79,34.28,48.11,4.48,7.72,11.12,15.61,79.27,3.36,5.54,3.34,2.26,2.14,2.49,62.51,6.97,81.04,2,85.93,65.98,0.92,36.7,1974,2.42,0.25,67300,79600,91300,24000,384,473,535,151,544,31.4,25.1,12.9,0,0,32.45,20.26,47.72,71.19,76.34,3.7,7341.8,4.92,1304.02
"FL",43426,2.39,0.96,96.08,1.87,3.26,10.77,23.15,10.32,20.76,100,26109,68.64,0.37,43.76,38.97,5.48,23.17,30542,12734,12851,9970,13091,10328,8778,9.28,7.65,26.22,10.85,4.17,57.15,20.21,17.01,14.37,20.48,11.5,22.76,14.6,13.17,2.81,71.5,67.95,80.62,76.25,72.36,78.23,371,1.04,2748,11.03,16.45,21.8,25.55,0.7,1.04,1.38,1.62,91.7,1.33,3.42,2.32,2.34,2.32,2.42,72.75,2.63,67.04,2,88.31,73.64,0.62,21.68,1975,4.06,0.14,51200,61900,75300,24100,352,411,479,127,498,26.7,22.2,12.1,12,12,6.33,22.92,48.35,78.37,82.01,14.4,3021.6,0.64,439.29
"CA",90454,4.05,54.83,10.58,1.93,43.68,18.39,33.51,16.8,5.42,100,24971,75.99,0.49,10.1,20.57,23.3,13.91,25699,7842,6065,9881,7329,5246,5097,27.5,25.38,48.77,6.16,14.33,50.57,29.44,19.62,29.42,13.13,9.79,42.87,16.19,13.12,4.31,55.63,47.16,60.35,63.49,46.33,53.92,9449,12.5,24239,17.5,28.64,40.16,57.02,4.69,7.68,10.76,15.28,58.36,16.67,27.96,23.55,4.02,3.87,4.21,54.77,35.26,62.79,2,96.06,56.84,10.59,36.14,1955,8.07,1.27,86200,108000,133600,47400,371,477,586,215,549,34.8,27.1,13.2,39,82,26.8,48.01,54.33,91.3,92.7,10.5,8588.5,6.38,2169.92
"FL",10005,2.56,38.46,60.07,0.84,1.41,13.25,24.5,11.54,18.31,0,18619,69.19,0.15,28.55,36.28,14.08,20.22,24047,10086,13067,5390,26912,0,10803,24.78,13.46,33.24,14.5,8.15,49.25,9.15,27.12,15.4,24.61,14.85,29.11,17.68,16.38,3.11,52.76,45.86,56.04,59.71,55.69,69.04,515,5.66,164,12.8,21.95,21.95,35.37,0.21,0.36,0.36,0.58,96.89,0.3,6.76,4.3,2.43,2.45,2.4,56.77,5.76,48.22,3,86.85,56.26,3.05,31.3,1961,14.76,2.56,26100,39800,62000,35900,142,219,286,144,312,29.1,19.1,13.5,0,35,1.65,67.62,51.83,73.72,90.29,10.9,917.2,0.17,2119.93
"CA",73557,2.82,3.69,81.15,9.36,14.63,12.55,25.05,11.36,11.56,100,44700,81.08,0.45,46.24,25.9,5.62,19.41,48519,17446,18034,16361,13778,14811,13427,4.87,5.49,18.63,17.67,4.33,65.69,25.33,18.54,11.57,27.24,9.06,28.25,12.44,10.79,3.19,79.31,74.38,91.75,79.65,60.35,68.57,1002,1.84,9519,11.39,18.78,31.59,43.43,1.47,2.43,4.09,5.62,81.29,2.62,6.27,4.86,2.81,2.79,2.88,71.44,7,38,3,97.41,72.06,0.58,12.84,1956,0.87,0.18,186700,215600,242300,55600,581,735,905,324,802,26.6,23.3,11.1,0,0,12.94,52.14,60.05,87.88,92.83,9.7,7558.3,1.23,987.28
"CA",23138,2.73,1.12,94.03,1.13,8.52,13.29,24.41,10.87,10.08,0,35140,76.74,0.96,44.19,23.2,7.91,17.81,39344,14639,14826,8884,12189,14610,11983,7.84,3.49,13.72,20.63,4.02,67.09,8.06,29.17,9.81,25.94,10.89,24.52,14.39,12.7,3.12,76,74.14,82.98,75.04,61.68,71.63,204,1.27,818,5.5,11,19.32,21.27,0.19,0.39,0.68,0.75,94.97,0.92,5.17,3.81,2.7,2.82,2.48,66.2,4.77,46.2,3,95.59,63.3,1.02,23.79,1976,2.11,0.43,154800,199600,267300,112500,408,477,575,167,533,28.6,27.3,11.4,0,0,3.5,63.57,41.31,74.92,94.45,26.2,884.5,0.21,332.61
"CA",17460,2.79,7.07,71.04,17.65,9.82,12.37,23.2,10.85,9.45,100,45820,83.62,0.54,50.06,22.53,4.48,19.05,49619,18000,19255,14622,18527,15601,13782,3.69,3.79,14.57,20.42,4.48,68.21,13.15,22.46,10.23,26.51,9.2,25.45,12.96,11.16,3.15,78.48,73.62,86.75,83.62,73.88,77.84,143,1.12,2526,4.16,9.18,18.21,28.9,0.6,1.33,2.63,4.18,78.45,2.67,4.79,3.77,2.79,2.8,2.76,77.43,5.29,30.65,3,96.35,77.22,2.53,27,1968,1.34,0.15,160400,193400,238400,78000,568,655,807,239,744,28,23.1,11.1,0,0,14.47,56.65,52.56,78.22,94.1,5.3,3274.6,5.53,803.36
"CA",18219,1.99,1.16,92.53,3.8,6.95,6.14,35.23,11.95,5.34,100,54497,89.15,0.54,51.8,8.16,1.98,7.48,65085,33510,34359,27893,24570,22734,25780,5.55,0.7,4.11,55.06,1.87,83.81,22.14,20.8,4.2,51.79,13.74,53.41,15.09,14.35,2.62,71.05,70.77,91.18,61.36,67.44,75.29,123,2.07,1499,17.14,25.15,30.55,35.69,1.41,2.07,2.51,2.94,89.88,0.92,1.77,0.73,1.98,2.22,1.82,45.7,2.25,70.99,2,94.66,40.85,0.39,19.34,1960,0.58,0.38,341700,431000,500001,158301,686,863,1001,315,886,23.4,26,11.4,0,2,8.23,40.94,34.59,68.49,77.03,1.5,12277,1.05,538.17
"FL",19505,1.99,5.58,93.87,0.22,2.11,5.94,11.44,5.61,38.78,100,43148,51.89,1.06,68.55,54.3,2.61,28.33,58498,41358,43299,12298,20281,22517,11269,6.19,3.29,11.17,38.01,2.99,40.52,5.58,23.47,5.1,37.37,8.59,16.03,10.01,9.37,2.42,71.15,67.01,78,70.77,65.51,65.09,178,0.89,1171,11.19,16.23,23.83,28.44,0.67,0.97,1.43,1.71,93.46,1.08,1.43,0.9,1.97,1.98,1.9,79.16,1.38,57.29,2,64.1,78.44,0.15,26.18,1973,2.16,0.07,153200,252600,484200,331000,293,463,637,344,543,26.4,22.6,12.3,0,10,6,10.07,54.53,71.99,75.92,11.4,1718.2,0.24,541.74
"FL",11804,2.17,9.34,87.88,1.14,6.21,8.19,20.86,8.73,15.24,100,26710,78.76,0.35,39.84,27.1,2.27,10.59,33892,16502,17834,6506,10085,10397,8882,12.63,5.57,20.04,15.76,4.21,67.13,7.94,21.96,9.88,24.3,16.51,34.28,19.26,17.92,2.79,65.35,63.85,73.64,59.11,70.08,78.85,241,3.18,1669,21.45,31.94,39.19,47.57,3.03,4.52,5.54,6.73,84.12,4.29,4.12,2.15,2.11,2.18,2.01,59.68,4.81,68.26,2,90.76,57.68,1.81,26.58,1964,5.45,0.2,75800,91800,119400,43600,376,429,494,118,507,29.4,21.4,12.8,19,0,14.14,21.41,44.98,77.28,80.93,2,5843.6,2.54,838.59
"FL",26866,2.88,23,66.37,0.9,35.28,14.33,30.07,14.93,9.71,100,20594,75.83,1.3,23.64,20.96,11.17,11.96,22980,9757,11820,5741,5823,8255,5673,29.91,22.93,44.42,8.52,7.11,59.99,4.48,14.74,16.29,13.8,13.12,34.42,16.82,14.95,3.28,54.14,47.75,54.12,50.57,50.19,59.85,2848,14.15,5326,16.18,37.7,50.41,68.21,3.21,7.47,9.99,13.52,61.19,13.15,10.2,7.47,2.83,2.58,2.98,35.32,18.26,75.77,2,86.47,38.68,3.16,14.95,1973,17.87,0.13,52700,67300,89700,37000,224,328,408,184,410,30.2,22.2,12.7,29,5,19.82,33.7,33.71,73.89,79.03,12,2232.9,2.52,3364.91
"CA",27725,2.68,3.18,87.82,4.16,7.93,13.76,28.5,12.42,6.36,0,39087,87.7,0.53,46.65,13.71,4.61,18,44012,16258,16808,11250,9895,15059,9087,7.18,3.58,13.13,26.67,4.84,71.8,7.99,22.17,6.43,40.96,11.65,26.1,13.45,12.53,3.17,78.24,75.91,82.11,72.95,63.42,70.31,273,1.55,1992,19.08,28.61,33.68,43.17,1.37,2.06,2.42,3.1,89.79,1.22,5.58,4.01,2.67,2.7,2.61,61.32,4.37,38.09,3,92,60.47,0.56,16.33,1976,3.78,0.1,72900,87700,104900,32000,373,451,538,165,523,23.7,19.4,12.9,0,0,7.18,43.22,33.84,61.29,78.09,21.5,1288.6,0.35,700.63
"CA",61284,3.08,2.2,61.55,6.06,45.71,14.37,29.45,14.29,10.97,100,29492,76.8,1.7,34.64,26.26,13.18,18.57,32170,12118,14716,10219,11615,12466,7155,16.82,18.87,34.29,10.7,7.78,60.36,12.24,17.09,15.68,17.07,9.28,30.07,13.9,11.62,3.47,71.8,66.35,76.77,73.96,57.44,64.67,1713,3.62,13623,16.82,32.53,42.36,52.24,3.74,7.23,9.42,11.61,61.05,13.98,13.17,10.02,3.04,2.9,3.2,51.4,16.83,52.39,2,94.15,53.83,0.16,18.84,1972,3.32,0.54,114000,141900,173500,59500,410,505,608,198,548,29.9,23.9,11.3,97,21,22.23,50.06,40.59,73.89,89.18,17.8,3441.4,0.44,774.19
"CA",11656,2.59,1.74,86.14,4.52,19.56,12.72,27.75,13.06,11.21,0,28266,73.22,1.3,41.02,28.47,11.52,17.26,30861,12820,13378,7151,8564,11999,7604,12.68,8.02,23.14,15.25,5.63,62.73,11.89,19.61,13.78,18.35,13.31,29.2,18.82,16.16,3.04,65.83,63.69,79.37,72.15,57.44,65.26,296,3.46,1085,16.5,26.82,39.08,41.38,1.54,2.5,3.64,3.85,83.13,3.28,5.9,4.13,2.58,2.45,2.69,44.32,8.83,67.98,2,91.24,46.63,0.92,21.94,1974,1.46,0,133000,171400,220600,87600,461,542,632,171,600,29.3,24.7,12.3,0,0,9.31,57.47,34.54,66.28,90.24,2.4,4832.5,0.75,459.24
"CA",77671,2.81,1.28,73.45,3.32,38.98,14.04,28.03,14.12,12.35,100,38020,79.41,0.56,41.03,25.53,6.38,17.02,44224,17874,20108,15399,14138,17396,11817,7.75,7.8,20.35,20.85,4.84,62.04,20.7,23.23,13.89,28.37,9.23,32.74,13.77,11.58,3.2,73,67.04,82.31,73.2,57.09,63.6,1891,3.48,12435,14.47,24.14,31.09,42.23,2.32,3.87,4.98,6.76,71.42,5.93,7.52,5.43,2.72,2.77,2.65,58.88,10.12,53.28,2,96.1,57.73,1.96,22.57,1956,2.45,0.34,169900,213600,285400,115500,479,583,708,229,638,28.4,24,11.1,61,0,16.01,57.07,50.79,87.76,93.17,13,5983.9,2.26,453.49
"CA",10592,2.31,0.61,96.06,1.52,4.29,11.06,20.94,9.64,17.2,0,32708,63.71,1.33,48.9,33.99,9.91,22.32,42660,18111,18237,16238,18065,14231,12052,8.21,5.22,15.03,26.43,4.14,56.61,9.86,26.59,7.29,33.47,12.57,22.81,16.82,14.89,2.84,72.11,71.22,87.32,76.74,56.06,71.44,151,1.95,467,0,0,0,4.5,0,0,0,0.2,93.28,1.41,2.8,1.79,2.27,2.48,2.02,59.2,2.49,53.09,2,95.95,54.22,1.55,11.4,1970,0.94,0.63,122700,166200,231700,109000,370,477,599,229,537,31.5,24.1,11.7,0,0,4.41,59.45,40.72,69.78,94,6.3,1679.1,0.29,377.36
"CA",110330,2.74,1.81,77.9,18.1,6.26,16.76,30.88,16.61,5.28,100,56307,88.86,0.52,55.05,10.67,2.39,7.47,64717,25332,27926,14930,16063,16717,17344,6.44,1.39,4.88,52.85,3.32,72.24,17.21,28.57,3.81,47.57,7.85,34.85,13.56,10.84,3.13,80.78,81.17,91.98,79,55.89,65.47,589,1.02,24629,15.76,25.82,38.89,50.01,3.52,5.76,8.68,11.16,74.45,3.5,3.82,2.67,2.69,2.79,2.51,64.94,4.83,48.4,3,95.35,62.46,0.15,13.65,1980,0.2,0.16,228600,294700,379600,151000,758,913,1001,243,925,29.3,26.6,12.3,10,0,22.32,39.22,35.2,65.4,80.85,43.8,2516.4,0.61,111.68
"CA",100217,3.13,1.52,88.15,5.46,12.68,15.35,28.8,13.85,4.87,100,53967,91.03,0.87,43.99,12.91,3.85,10.58,56756,18630,18988,19641,13190,17197,12716,3.56,3.42,13.34,21.12,4.11,75.05,22.16,17.3,9.59,30.02,9.05,30.18,12.8,10.93,3.39,81.88,77.77,89.95,84.23,60.4,70.66,1209,1.82,11938,13.23,21.92,29.39,40.6,1.58,2.61,3.5,4.84,84.59,2.55,7.78,6.35,3.12,3.17,2.97,77.5,5.51,27.4,3,96.64,76.36,0,26.06,1973,0.58,0.2,195600,233000,287200,91600,711,844,978,267,896,30.7,26.2,11.2,11,0,11.91,51.71,46.11,70.46,91.26,34.2,2928.3,0.46,237.24
